"id","CEC_mean","CEC_stdDev","DriestQuartes_mean","DriestQuartes_stdDev","ForestUntl10_mean","ForestUntl10_stdDev","HFPrint_mean","HFPrint_stdDev","Longitude","NPP0010_mean","NPP0010_stdDev","NPP03_mean","NPP03_stdDev","OppCost_mean","OppCost_stdDev","PrecSeanslty_mean","PrecSeanslty_stdDev","RuralPop_mean","RuralPop_stdDev","RuralPvty_mean","RuralPvty_stdDev","Site","WDeficit03_mean","WDeficit03_stdDev","WDeficit8910_mean","WDeficit8910_stdDev","WDeficit99_mean","WDeficit99_stdDev","YrlPrec_mean","YrlPrec_stdDev","Buffer_Size","f2003_mean","f2003_stdDev","name","PercUrbArea","treecover2000_mean","treecover2000_stdDev"
"0000b8dae040cff015d8",12.9303228687172,3.02569444366539,174.098675756676,60.4588678244412,57.8355223185221,36.8560181871082,33.3609348706276,10.2544879144601,-45.117,11591.5544520403,915.902240018765,917.74010840377,3466.33189560386,3181.05630236213,1145.59436191596,56.7664697377366,7.35036580020504,531.257591490911,398.217851752196,0.479471453097772,1.00246413026685,28,122.766154598111,47.118240867404,58.8673020559251,24.4385988543789,86.3480316080145,48.0612064448966,1873.47277688942,349.897917814736,25,57.709022153805,36.9813148207852,"",0,58.0704948103007,36.7747793848408
"000038775dfdfb523957",13.0272437152742,4.46380772635864,111.094606859041,6.45275646148598,49.3039689991194,33.3043711553639,30.6499069856951,9.21052690405095,-42.25,12135.8556291636,1671.70027967725,777.115708498941,3443.5171485408,2622.23725158908,1299.9764009615,50.4430460326725,7.56348682203416,648.249770671628,438.820396561729,0.629915281170713,1.16367468256988,269,260.426853835415,53.2817180481138,142.806158824003,27.3253633096921,142.453900649516,27.4491755503204,1202.19707397169,157.450871154807,25,49.3005115786773,33.3089384024186,"",0,49.3491254626037,33.2930875328636
"00004dba534e728679d5",13.0272437152742,4.46380772635864,111.094606859041,6.45275646148598,49.3039689991194,33.3043711553639,30.6499069856951,9.21052690405095,-42.25,12135.8556291636,1671.70027967725,777.115708498941,3443.5171485408,2622.23725158908,1299.9764009615,50.4430460326725,7.56348682203416,648.249770671628,438.820396561729,0.629915281170713,1.16367468256988,271,260.426853835415,53.2817180481138,142.806158824003,27.3253633096921,142.453900649516,27.4491755503204,1202.19707397169,157.450871154807,25,49.3005115786773,33.3089384024186,"",0,49.3491254626037,33.2930875328636
"0000ec415c05245b2ca5",8.74807207847354,1.12906944920717,53.3903313124842,1.67893767674088,18.0926520053002,11.055569708235,43.4838606862788,14.3405426540076,-44.98,12268.5468948753,566.134500355334,5263.9480461931,7933.38624989358,4065.04425448572,533.202044411255,78.6453353007895,1.57305764106824,1498.36167238593,1173.94554392702,1.76105188888547,1.64781235770566,258,315.034789401841,2.39946583051551,177.838403560504,4.95552155422298,232.750627099661,10.3244773972832,1504.74931114768,86.2253799040281,25,18.0864635561013,11.0644548709822,"",0.054848856007332,18.170421174746,11.1440743561573
"0000162668fca0ed32ed",8.75617050697172,1.13506482874542,53.4113568588872,1.65400703749724,18.24600448981,11.1895613727613,43.3336256524595,14.2404490548396,-44.96,12269.2771203586,560.876200135902,5305.88093480646,7975.608784075,4045.48486362493,540.553252216346,78.8449086846282,1.53045846515502,1474.21512152817,1171.49962477499,1.75999723107415,1.65192745554764,259,315.078180342803,2.44814095924569,177.808491350647,5.10535799967607,231.889716483046,10.6877763241515,1515.39259218508,87.7961683192374,25,18.2393786223032,11.2014076010336,"",0.0548488585608034,18.3468366064046,11.2773495577857
"0000dd90e6e18f6c0e3f",9.93913435280291,1.34643194002557,34.2853550918181,2.44491102852079,31.4411776782357,21.582206854494,45.1479439680544,17.1044221300776,-44.19,11904.237432274,1000.71461264133,7124.79635895994,8534.51442017056,3955.45318916173,1713.3805297858,86.888357319193,0.854816039213014,217.186597596907,754.800577493353,2.48228613426283,6.42565208397779,256,321.240539363877,13.7639592624331,197.897193362158,12.8586831511493,227.085501056075,14.5928713701184,1388.00308669152,47.8501853751713,25,31.4390609382465,21.5849132780899,"",6.12931872440933,31.4978427401603,21.5480613072634
"000076f33d9fc81bc180",10.8129528896622,1.36257548763113,35.8401756221997,2.97567077877198,44.8480843895179,25.4040006488349,31.2931139638734,11.2294307906284,-43.27,11139.5074956475,927.684355956302,2569.01422382769,6007.3314664804,3234.17704862975,791.749320023608,84.140205056088,1.32087604399194,932.458887030289,480.56990909277,1.12859236438586,1.48872894395937,261,232.41529567431,16.0048010276405,151.909322416038,11.14901328668,163.247773925935,13.4709667667505,1464.31364914805,52.5940532420128,25,44.440957795579,25.8074408472135,"",0,46.0198417110901,25.6419566396647
"00002deeee2123ef0b81",10.807910942039,1.38944585643686,35.7528299726897,2.97585505117558,43.9754421977237,25.0556087506622,30.7686215704423,10.9005009136419,-43.28,11118.0681402216,931.766383788042,2690.97273762228,6180.25480086878,3165.05021511785,770.454123083868,84.1842891952445,1.36071175797384,927.513302873813,472.041507454273,1.10472877318609,1.45626093137093,260,233.092872600807,15.6912317867308,151.96094224267,11.2867518428529,163.455685974695,13.5014675221267,1469.41095847847,53.2968210303186,25,43.5838089226553,25.4469409033157,"",0,45.0463081980082,25.3402263201322
"0000bb6a0bc40afefa8b",9.07233744576006,1.11301150640056,48.1922603495136,3.49195766746361,15.9416189717716,16.9934508925607,43.4154043595138,13.6344255250374,-42,9895.03956449313,927.469388028785,17981.9501203234,3331.96403725703,4624.30291227914,1053.69696004957,76.8141256253037,1.02807095644569,1519.24119448447,945.335392323446,2.02602912472378,2.3553258041606,31,396.356792750415,19.8211409485578,242.522667156944,15.5742883876982,262.385369208145,18.4675102662048,1145.73572469572,30.0977670878485,25,15.8363508355024,17.1081175551403,"",0.964936805760713,16.3822886440923,17.8265913025322
"000092a50097a9de89b1",18.1808787998154,6.79275012479929,177.443518228747,11.5795027209281,19.708155999385,27.9033383461192,35.9541879328771,12.2833455967071,-39.751,11879.7912736847,1368.87048761398,10615.2382051009,9532.37469712539,2927.01123085315,814.270260898067,40.5364938468298,1.86593033482304,269.194434921515,270.076530817834,0.402956725426935,0.516650277573739,34,305.755440214204,30.1075461869712,187.906861017211,13.0794409981726,157.14673568057,15.5144775229662,1253.44360990197,30.1011675182024,25,17.5724579676891,28.5533557262575,"",0,25.9927632346681,33.8072447859564
